customer_id,first_name,last_name,age,gender,annual_income,household_size,loyalty_level,loyalty_points,customer_segment,preferred_channel,home_store_id,city,state,region,signup_date,email_opt_in
20026,Carlos,Anderson,22.0,Male,127300.0,5,Silver,12534,Tech Enthusiast,Curbside Pickup,113,San Jose,CA,West,2019-07-09,False
20027,Taylor,Collins,22.0,Non-Binary,168700.0,4,Gold,22352,Budget Shopper,Mobile App,147,Tampa,FL,South,2022-11-28,True
20028,Susan,Mitchell,76.0,Female,22600.0,5,Platinum,38600,Young Professional,Curbside Pickup,147,Tampa,FL,South,2023-06-18,True
20029,Amy,Roberts,20.0,Female,135300.0,3,Silver,11420,Family Household,Mobile App,126,Detroit,MI,Midwest,2019-11-24,True
20030,Luis,Nelson,53.0,Male,170700.0,4,Bronze,4972,Tech Enthusiast,In-Store,135,Sacramento,CA,West,2019-11-19,True
20031,Brian,Roberts,77.0,Male,29000.0,6,Gold,27864,Bulk Buyer,In-Store,135,Sacramento,CA,West,2019-10-16,True
20032,Grace,Brown,23.0,Female,92400.0,1,Platinum,32059,Family Household,Curbside Pickup,101,New York,NY,Northeast,2019-06-16,True
20033,Maria,Kim,72.0,Female,149000.0,2,Platinum,39877,Retiree,Curbside Pickup,135,Sacramento,CA,West,2017-04-10,False
20034,Morgan,Jones,60.0,Prefer Not to Say,85400.0,3,Platinum,46677,Young Professional,Mobile App,110,Jacksonville,FL,South,2019-07-05,True
20035,Sofia,Adams,24.0,Female,41700.0,4,Platinum,46458,Young Professional,Curbside Pickup,140,Omaha,NE,Midwest,2022-02-25,False
20036,Patricia,Miller,61.0,Female,39400.0,5,Gold,16674,Family Household,Online,127,Portland,OR,West,2016-07-14,False
20037,Sofia,Perez,38.0,Female,183800.0,4,Platinum,35909,Family Household,In-Store,101,New York,NY,Northeast,2018-07-13,True
20038,Angela,Lopez,79.0,Female,105600.0,1,Gold,22287,Retiree,In-Store,125,Boston,MA,Northeast,2022-09-07,True
20039,James,Adams,63.0,Male,49300.0,2,Bronze,4520,Tech Enthusiast,In-Store,139,Colorado Springs,CO,West,2020-07-08,False
20040,Maria,Adams,70.0,Female,130300.0,6,Platinum,33115,Retiree,In-Store,109,Dallas,TX,South,2020-07-19,True
20041,Rachel,Kim,37.0,Female,144600.0,5,Silver,10879,Retiree,Online,123,El Paso,TX,South,2021-04-02,False
20042,Luis,Martinez,47.0,Male,105300.0,1,Gold,16458,Budget Shopper,Online,143,Miami,FL,South,2017-07-17,True
20043,Ryan,Nguyen,59.0,Male,116500.0,6,Platinum,42042,Bulk Buyer,In-Store,150,Cleveland,OH,Midwest,2016-03-08,True
20044,Maria,Brown,79.0,Female,85600.0,6,Gold,24840,Bulk Buyer,Online,114,Columbus,OH,Midwest,2016-03-21,True
20045,David,Miller,45.0,Male,147600.0,5,Platinum,43143,Young Professional,Mobile App,116,Indianapolis,IN,Midwest,2023-03-16,True
20046,Kevin,Hernandez,31.0,Male,170200.0,4,Gold,21331,Bulk Buyer,Mobile App,127,Portland,OR,West,2023-07-26,True
20047,Susan,Davis,64.0,Female,65700.0,1,Platinum,35639,Budget Shopper,Curbside Pickup,106,Philadelphia,PA,Northeast,2020-09-02,True
20048,Robert,Perez,80.0,Male,183700.0,2,Silver,8473,Bulk Buyer,Mobile App,148,New Orleans,LA,South,2020-11-24,True
20049,Angela,Carter,26.0,Female,101100.0,4,Platinum,38879,Bulk Buyer,Curbside Pickup,123,El Paso,TX,South,2018-03-10,False
20050,Patricia,Anderson,75.0,Female,160900.0,6,Platinum,39280,Retiree,Mobile App,114,Columbus,OH,Midwest,2024-08-21,False
20051,Quinn,Smith,41.0,Prefer Not to Say,103300.0,6,Platinum,46691,Family Household,Online,128,Louisville,KY,South,2018-10-14,False
20052,Steven,Adams,42.0,Male,64300.0,1,Gold,16353,Budget Shopper,Online,132,Albuquerque,NM,West,2019-01-14,True
20053,Nicole,Turner,40.0,Female,166700.0,1,Silver,12205,Tech Enthusiast,Online,137,Atlanta,GA,South,2021-10-13,False
20054,Deborah,Wright,84.0,Female,30100.0,3,Gold,19160,Bulk Buyer,Online,141,Raleigh,NC,South,2016-06-02,True
20055,Wei,Chen,46.0,Male,47700.0,3,Platinum,44758,Tech Enthusiast,In-Store,107,San Antonio,TX,South,2018-05-13,True
20056,Omar,Patel,60.0,Male,35900.0,6,Platinum,32046,Bulk Buyer,Online,122,Washington,DC,Northeast,2020-09-07,False
20057,Deborah,Smith,23.0,Female,183200.0,1,Gold,20402,Family Household,Online,143,Miami,FL,South,2023-02-09,True
20058,Raj,Campbell,19.0,Male,65700.0,1,Gold,17409,Budget Shopper,Curbside Pickup,123,El Paso,TX,South,2023-09-07,True
20059,Deborah,Nelson,66.0,Female,165800.0,3,Silver,9751,Family Household,Curbside Pickup,125,Boston,MA,Northeast,2019-12-27,False
20060,Morgan,Johnson,49.0,Non-Binary,140500.0,6,Platinum,32864,Budget Shopper,Curbside Pickup,150,Cleveland,OH,Midwest,2020-07-11,False
20061,Rachel,Davis,77.0,Female,149300.0,6,Gold,26516,Bulk Buyer,Curbside Pickup,107,San Antonio,TX,South,2016-04-28,True
20062,Patricia,Martin,75.0,Female,158200.0,1,Gold,16052,Young Professional,Online,142,Virginia Beach,VA,South,2022-12-13,False
20063,Riley,Kim,40.0,Non-Binary,116900.0,2,Silver,7451,Retiree,Online,106,Philadelphia,PA,Northeast,2019-04-25,False
20064,Aisha,Jackson,37.0,Female,44400.0,5,Platinum,46237,Retiree,Curbside Pickup,119,Denver,CO,West,2018-02-20,False
20065,Mei,Brown,63.0,Female,188900.0,5,Silver,10842,Budget Shopper,Mobile App,119,Denver,CO,West,2017-05-27,True
20066,Marcus,Hernandez,25.0,Male,74300.0,4,Bronze,3976,Family Household,Curbside Pickup,123,El Paso,TX,South,2019-10-09,True
20067,Grace,Martinez,74.0,Female,73600.0,6,Gold,16852,Bulk Buyer,In-Store,114,Columbus,OH,Midwest,2023-04-02,True
20068,Jason,Evans,28.0,Male,132100.0,5,Platinum,44251,Budget Shopper,Online,103,Chicago,IL,Midwest,2023-08-10,True
20069,Daniel,Carter,68.0,Male,89500.0,4,Gold,22481,Young Professional,Curbside Pickup,104,Houston,TX,South,2021-10-26,False
20070,Taylor,Rodriguez,34.0,Non-Binary,150200.0,3,Silver,15831,Budget Shopper,Curbside Pickup,140,Omaha,NE,Midwest,2019-03-04,False
20071,Marcus,Martinez,71.0,Male,169700.0,3,Gold,22753,Tech Enthusiast,Curbside Pickup,126,Detroit,MI,Midwest,2016-01-20,False
20072,Nancy,Scott,82.0,Female,92100.0,1,Platinum,35073,Retiree,Mobile App,102,Los Angeles,CA,West,2020-09-21,True
20073,Raj,Evans,49.0,Male,140800.0,1,Silver,7752,Family Household,Online,116,Indianapolis,IN,Midwest,2018-02-17,False
20074,Linda,Wright,39.0,Female,134200.0,3,Platinum,41583,Retiree,Online,126,Detroit,MI,Midwest,2021-10-17,True
20075,Kevin,Smith,79.0,Male,56100.0,6,Bronze,2680,Tech Enthusiast,In-Store,114,Columbus,OH,Midwest,2020-09-04,True
20076,Rachel,Williams,43.0,Female,24100.0,4,Gold,22225,Tech Enthusiast,In-Store,123,El Paso,TX,South,2018-11-02,True
20077,Michelle,Miller,46.0,Female,181400.0,4,Platinum,40374,Budget Shopper,In-Store,143,Miami,FL,South,2019-08-24,True
20078,Ryan,Johnson,57.0,Male,132800.0,6,Bronze,5782,Budget Shopper,Mobile App,119,Denver,CO,West,2024-03-10,True
20079,Amy,Carter,79.0,Female,166300.0,1,Silver,6075,Family Household,In-Store,102,Los Angeles,CA,West,2018-07-05,True
20080,Daniel,Kim,72.0,Male,44600.0,6,Platinum,43154,Young Professional,Online,135,Sacramento,CA,West,2017-01-07,True
20081,Brian,Edwards,65.0,Male,176200.0,6,Platinum,38311,Retiree,Online,132,Albuquerque,NM,West,2022-04-15,True
20082,Alex,Martinez,84.0,Non-Binary,102200.0,3,Platinum,36644,Retiree,Mobile App,131,Milwaukee,WI,Midwest,2017-04-18,True
20083,Morgan,Hernandez,49.0,Prefer Not to Say,82700.0,6,Platinum,42121,Young Professional,Online,145,Minneapolis,MN,Midwest,2023-09-26,False
20084,Kevin,Kim,84.0,Male,125700.0,4,Platinum,44896,Bulk Buyer,In-Store,140,Omaha,NE,Midwest,2016-09-13,True
20085,Michelle,Martinez,71.0,Female,70300.0,5,Gold,20409,Bulk Buyer,Online,136,Mesa,AZ,West,2020-09-07,False
20086,Michelle,Lopez,66.0,Female,91200.0,3,Gold,18166,Tech Enthusiast,Curbside Pickup,123,El Paso,TX,South,2017-12-14,True
20087,Daniel,Gonzalez,78.0,Male,95100.0,1,Platinum,30524,Young Professional,Curbside Pickup,139,Colorado Springs,CO,West,2019-08-18,False
20088,Michelle,Phillips,79.0,Female,144300.0,5,Bronze,3364,Young Professional,In-Store,107,San Antonio,TX,South,2018-01-28,True
20089,Amy,Collins,55.0,Female,109400.0,5,Silver,13069,Budget Shopper,Online,132,Albuquerque,NM,West,2016-02-20,False
20090,Maria,Martinez,47.0,Female,186500.0,5,Gold,24063,Tech Enthusiast,Online,111,Austin,TX,South,2018-03-05,False
20091,Daniel,Turner,78.0,Male,116100.0,6,Gold,22535,Retiree,Mobile App,117,San Francisco,CA,West,2021-10-24,False
20092,Riley,Hernandez,68.0,Non-Binary,127100.0,5,Silver,6755,Tech Enthusiast,Curbside Pickup,135,Sacramento,CA,West,2016-06-24,True
20093,James,Turner,50.0,Male,74300.0,5,Gold,28934,Young Professional,In-Store,118,Seattle,WA,West,2020-09-09,True
20094,Karen,Baker,53.0,Female,104200.0,6,Bronze,558,Family Household,Mobile App,131,Milwaukee,WI,Midwest,2019-02-20,False
20095,Susan,Miller,75.0,Female,113100.0,1,Bronze,5435,Retiree,In-Store,112,Fort Worth,TX,South,2021-12-07,True
20096,Grace,Garcia,80.0,Female,119800.0,4,Bronze,4482,Bulk Buyer,Online,105,Phoenix,AZ,West,2016-02-26,False
20097,Luis,Martinez,26.0,Male,51000.0,5,Silver,11182,Retiree,In-Store,104,Houston,TX,South,2018-02-06,True
20098,Susan,Kim,55.0,Female,41000.0,1,Bronze,5608,Family Household,Mobile App,133,Tucson,AZ,West,2019-04-02,True
20099,Deborah,Jones,21.0,Female,95300.0,2,Platinum,46577,Bulk Buyer,Online,132,Albuquerque,NM,West,2018-06-24,False
20100,Karen,Martinez,81.0,Female,87500.0,4,Gold,19928,Bulk Buyer,Mobile App,138,Kansas City,MO,Midwest,2016-07-02,True
20101,Raj,Edwards,32.0,Male,132800.0,4,Gold,19437,Retiree,Curbside Pickup,103,Chicago,IL,Midwest,2023-01-05,False
20102,Brian,Patel,26.0,Male,138400.0,5,Platinum,31933,Retiree,Online,132,Albuquerque,NM,West,2024-08-25,True
20103,Joshua,Nguyen,29.0,Male,168700.0,6,Gold,26251,Retiree,In-Store,107,San Antonio,TX,South,2017-12-09,False
20104,Susan,Perez,55.0,Female,82100.0,6,Platinum,38616,Budget Shopper,In-Store,114,Columbus,OH,Midwest,2023-08-28,True
20105,Nicole,Collins,72.0,Female,119900.0,6,Platinum,30050,Tech Enthusiast,Curbside Pickup,129,Memphis,TN,South,2017-10-12,True
20106,Eric,Brown,56.0,Male,150400.0,6,Platinum,36989,Retiree,Curbside Pickup,118,Seattle,WA,West,2018-07-24,False
20107,Aisha,Wilson,48.0,Female,31800.0,5,Gold,16148,Young Professional,In-Store,137,Atlanta,GA,South,2021-11-08,True
20108,Eric,Moore,71.0,Male,91000.0,2,Platinum,44880,Tech Enthusiast,Mobile App,128,Louisville,KY,South,2016-09-12,False
20109,Raj,Edwards,42.0,Male,130700.0,1,Bronze,1152,Tech Enthusiast,Online,138,Kansas City,MO,Midwest,2016-11-28,True
20110,Mei,Mitchell,61.0,Female,147800.0,1,Platinum,44021,Young Professional,In-Store,111,Austin,TX,South,2018-03-27,True
20111,Raj,Phillips,77.0,Male,136300.0,4,Platinum,47903,Tech Enthusiast,Online,121,Nashville,TN,South,2019-07-19,True
20112,Michael,Collins,20.0,Male,157900.0,3,Gold,19941,Family Household,Mobile App,124,Las Vegas,NV,West,2023-09-09,True
20113,Angela,Campbell,23.0,Female,71000.0,3,Gold,26353,Retiree,Mobile App,125,Boston,MA,Northeast,2020-03-06,True
20114,Joshua,Nelson,52.0,Male,178700.0,6,Platinum,42757,Young Professional,Online,132,Albuquerque,NM,West,2023-10-25,True
20115,Steven,Taylor,70.0,Male,149500.0,6,Silver,8852,Bulk Buyer,In-Store,112,Fort Worth,TX,South,2020-12-23,False
20116,Susan,Evans,79.0,Female,183300.0,2,Silver,13327,Family Household,In-Store,128,Louisville,KY,South,2021-06-28,True
20117,Raj,Jones,31.0,Male,168700.0,2,Silver,6509,Young Professional,Online,116,Indianapolis,IN,Midwest,2019-01-01,False
20118,Sofia,Evans,34.0,Female,71800.0,1,Bronze,677,Family Household,In-Store,146,Tulsa,OK,South,2017-12-15,True
20119,Riley,Jackson,75.0,Non-Binary,46900.0,5,Platinum,33419,Young Professional,Online,141,Raleigh,NC,South,2019-02-21,False
20120,Sofia,Gonzalez,76.0,Female,63100.0,5,Platinum,41626,Young Professional,Mobile App,129,Memphis,TN,South,2018-08-26,True
20121,David,Phillips,67.0,Male,86000.0,1,Silver,10851,Budget Shopper,Online,116,Indianapolis,IN,Midwest,2023-04-01,False
20122,Raj,Wright,51.0,Male,154300.0,6,Gold,23847,Young Professional,Online,135,Sacramento,CA,West,2024-01-18,True
20123,Steven,Baker,25.0,Male,177300.0,4,Platinum,31749,Retiree,Mobile App,140,Omaha,NE,Midwest,2021-04-26,True
20124,Deborah,Wright,73.0,Female,103400.0,4,Silver,11000,Retiree,Mobile App,130,Baltimore,MD,Northeast,2019-10-03,True
20125,Aisha,Adams,63.0,Female,98700.0,4,Platinum,35075,Budget Shopper,Mobile App,124,Las Vegas,NV,West,2016-10-15,True
20126,Wei,Brown,71.0,Male,146900.0,2,Silver,10008,Budget Shopper,Mobile App,116,Indianapolis,IN,Midwest,2023-12-22,False
20127,Joshua,Taylor,30.0,Male,171500.0,1,Platinum,38553,Retiree,Online,147,Tampa,FL,South,2022-03-14,True
20128,Sofia,Patel,70.0,Female,86400.0,5,Platinum,34120,Tech Enthusiast,Online,129,Memphis,TN,South,2019-12-22,True
20129,Deborah,Parker,67.0,Female,65300.0,5,Bronze,4151,Bulk Buyer,Online,137,Atlanta,GA,South,2024-01-21,True
20130,Patricia,Roberts,59.0,Female,37200.0,2,Platinum,47895,Bulk Buyer,Mobile App,101,New York,NY,Northeast,2019-09-17,True
20131,Eric,Thomas,40.0,Male,166900.0,4,Platinum,36109,Tech Enthusiast,Online,149,Wichita,KS,Midwest,2019-11-02,False
20132,Nancy,Anderson,82.0,Female,124700.0,6,Gold,19479,Bulk Buyer,In-Store,111,Austin,TX,South,2021-08-16,True
20133,Jason,Nguyen,79.0,Male,39000.0,6,Gold,19699,Budget Shopper,Mobile App,143,Miami,FL,South,2019-04-26,True
20134,Elena,Edwards,35.0,Female,31600.0,1,Gold,17227,Family Household,Mobile App,118,Seattle,WA,West,2022-01-12,True
20135,Brian,Evans,48.0,Male,56100.0,6,Gold,25390,Young Professional,Curbside Pickup,124,Las Vegas,NV,West,2022-08-15,True
20136,Carlos,Patel,53.0,Male,159500.0,4,Platinum,38862,Tech Enthusiast,Curbside Pickup,141,Raleigh,NC,South,2017-09-23,False
20137,Luis,Mitchell,53.0,Male,57300.0,5,Silver,14117,Young Professional,Mobile App,140,Omaha,NE,Midwest,2017-09-25,False
20138,Joshua,Nguyen,46.0,Male,186800.0,3,Bronze,3600,Budget Shopper,Online,119,Denver,CO,West,2018-08-23,True
20139,Kevin,Collins,32.0,Male,155900.0,2,Silver,14883,Budget Shopper,Online,149,Wichita,KS,Midwest,2024-10-17,False
20140,Sofia,Adams,82.0,Female,89200.0,3,Gold,16416,Tech Enthusiast,In-Store,143,Miami,FL,South,2021-09-07,False
20141,Michelle,Hernandez,64.0,Female,119800.0,6,Silver,15924,Tech Enthusiast,In-Store,105,Phoenix,AZ,West,2022-08-02,True
20142,James,Williams,29.0,Male,56500.0,4,Gold,20515,Budget Shopper,Mobile App,122,Washington,DC,Northeast,2021-08-22,True
20143,Daniel,Jones,70.0,Male,100800.0,1,Silver,8361,Tech Enthusiast,Curbside Pickup,138,Kansas City,MO,Midwest,2017-10-03,False
20144,Priya,Nelson,54.0,Female,93400.0,5,Bronze,4811,Young Professional,In-Store,146,Tulsa,OK,South,2022-10-05,True
20145,Karen,Thomas,73.0,Female,189200.0,4,Silver,11988,Family Household,In-Store,131,Milwaukee,WI,Midwest,2022-02-24,True
20146,Priya,Adams,67.0,Female,38500.0,2,Gold,23200,Young Professional,Curbside Pickup,139,Colorado Springs,CO,West,2017-03-10,True
20147,Sofia,Wright,56.0,Female,155800.0,5,Gold,20590,Young Professional,Online,103,Chicago,IL,Midwest,2023-04-06,True
20148,Angela,Nelson,19.0,Female,48300.0,5,Bronze,2032,Young Professional,Online,124,Las Vegas,NV,West,2018-05-01,False
20149,Grace,Nelson,72.0,Female,145100.0,5,Silver,6858,Budget Shopper,Mobile App,144,Oakland,CA,West,2018-12-01,True
20150,Brian,Martin,39.0,Male,103000.0,1,Bronze,3712,Budget Shopper,Curbside Pickup,126,Detroit,MI,Midwest,2019-08-14,False
20151,Omar,Collins,68.0,Male,159100.0,6,Platinum,35645,Young Professional,Mobile App,150,Cleveland,OH,Midwest,2023-05-26,True
20152,Angela,Scott,84.0,Female,79700.0,4,Platinum,37029,Tech Enthusiast,Mobile App,109,Dallas,TX,South,2020-10-10,True
20153,Nancy,Wilson,33.0,Female,30100.0,4,Gold,29758,Young Professional,Online,111,Austin,TX,South,2021-05-16,False
20154,Sofia,Wright,67.0,Female,148000.0,3,Platinum,31980,Tech Enthusiast,Mobile App,128,Louisville,KY,South,2022-12-20,True
20155,Linda,Jones,77.0,Female,33200.0,4,Silver,6923,Bulk Buyer,In-Store,122,Washington,DC,Northeast,2019-08-05,True
20156,Raj,Jackson,82.0,Male,173600.0,5,Platinum,47940,Family Household,Curbside Pickup,132,Albuquerque,NM,West,2023-09-23,True
20157,Steven,Wilson,45.0,Male,172800.0,4,Gold,29711,Bulk Buyer,In-Store,112,Fort Worth,TX,South,2020-09-26,True
20158,Nancy,Johnson,31.0,Female,68600.0,1,Bronze,2513,Tech Enthusiast,Curbside Pickup,128,Louisville,KY,South,2017-08-26,True
20159,Carlos,Perez,39.0,Male,138800.0,5,Bronze,4348,Budget Shopper,Online,147,Tampa,FL,South,2017-06-13,False
20160,Susan,Chen,41.0,Female,106100.0,6,Bronze,5127,Budget Shopper,In-Store,109,Dallas,TX,South,2016-01-10,True
20161,Jordan,Adams,68.0,Prefer Not to Say,40100.0,1,Gold,17764,Budget Shopper,Curbside Pickup,112,Fort Worth,TX,South,2019-01-11,True
20162,Taylor,Campbell,21.0,Prefer Not to Say,104600.0,3,Bronze,2140,Retiree,Online,112,Fort Worth,TX,South,2023-12-22,False
20163,Michelle,Martin,39.0,Female,108600.0,2,Gold,26948,Tech Enthusiast,In-Store,147,Tampa,FL,South,2023-11-07,True
20164,Nicole,Miller,63.0,Female,175400.0,6,Silver,14172,Tech Enthusiast,Mobile App,109,Dallas,TX,South,2018-03-15,False
20165,Omar,Roberts,21.0,Male,111900.0,2,Platinum,34412,Bulk Buyer,Curbside Pickup,149,Wichita,KS,Midwest,2017-03-10,False
20166,Eric,Turner,21.0,Male,27300.0,5,Gold,28731,Retiree,Curbside Pickup,103,Chicago,IL,Midwest,2024-07-12,False
20167,Kevin,Phillips,58.0,Male,99700.0,1,Gold,18620,Young Professional,Online,101,New York,NY,Northeast,2016-04-21,True
20168,Brian,Williams,77.0,Male,130600.0,5,Platinum,37732,Young Professional,Curbside Pickup,119,Denver,CO,West,2020-11-28,True
20169,Avery,Scott,66.0,Non-Binary,68300.0,5,Bronze,3583,Retiree,Curbside Pickup,140,Omaha,NE,Midwest,2019-08-19,True
20170,Taylor,Garcia,50.0,Non-Binary,75800.0,6,Gold,24168,Family Household,Online,133,Tucson,AZ,West,2016-07-28,True
20171,Jennifer,Edwards,63.0,Female,54100.0,2,Platinum,43763,Young Professional,Mobile App,101,New York,NY,Northeast,2019-11-08,False
20172,Michael,Anderson,34.0,Male,84900.0,2,Gold,24462,Retiree,Online,134,Fresno,CA,West,2018-03-20,True
20173,Brian,Chen,48.0,Male,123700.0,3,Gold,24340,Young Professional,Online,144,Oakland,CA,West,2021-05-10,True
20174,Kevin,Hernandez,49.0,Male,22100.0,5,Gold,16351,Tech Enthusiast,Mobile App,139,Colorado Springs,CO,West,2020-05-06,False
20175,Daniel,Edwards,77.0,Male,97800.0,6,Gold,27523,Budget Shopper,Mobile App,101,New York,NY,Northeast,2016-06-05,False
20176,Susan,Parker,48.0,Female,109900.0,4,Bronze,752,Bulk Buyer,Online,144,Oakland,CA,West,2024-05-12,True
20177,Jason,Brown,18.0,Male,117800.0,4,Platinum,34006,Budget Shopper,Online,147,Tampa,FL,South,2019-07-26,True
20178,Priya,Martinez,57.0,Female,56900.0,1,Gold,24779,Family Household,Mobile App,141,Raleigh,NC,South,2019-01-14,False
20179,Ryan,Brown,49.0,Male,43100.0,5,None,461,Retiree,Online,109,Dallas,TX,South,2024-07-21,False
20180,David,Martin,41.0,Male,48100.0,5,Gold,23031,Bulk Buyer,Mobile App,123,El Paso,TX,South,2021-02-26,True
20181,Morgan,Lopez,40.0,Non-Binary,170400.0,1,Bronze,3482,Bulk Buyer,Mobile App,103,Chicago,IL,Midwest,2016-08-01,True
20182,James,Rodriguez,19.0,Male,180200.0,6,Platinum,42648,Family Household,Mobile App,118,Seattle,WA,West,2016-10-01,True
20183,Brian,Johnson,81.0,Male,158200.0,4,Silver,15249,Family Household,In-Store,141,Raleigh,NC,South,2024-06-03,True
20184,Ryan,Wright,44.0,Male,98000.0,6,Gold,23244,Bulk Buyer,Curbside Pickup,142,Virginia Beach,VA,South,2018-02-12,True
20185,Nancy,Parker,42.0,Female,146200.0,2,Gold,29537,Tech Enthusiast,Online,119,Denver,CO,West,2022-01-01,False
20186,Priya,Brown,76.0,Female,108400.0,3,Silver,15023,Bulk Buyer,Curbside Pickup,146,Tulsa,OK,South,2024-03-08,False
20187,Grace,Lopez,47.0,Female,24500.0,5,Gold,21208,Young Professional,Mobile App,126,Detroit,MI,Midwest,2021-09-15,False
20188,Robert,Lopez,72.0,Male,159300.0,3,None,225,Family Household,Curbside Pickup,135,Sacramento,CA,West,2023-04-20,True
20189,Michael,Adams,55.0,Male,84500.0,6,Gold,17962,Family Household,Online,134,Fresno,CA,West,2017-07-10,True
20190,Casey,Moore,58.0,Non-Binary,79200.0,6,Gold,18816,Family Household,In-Store,141,Raleigh,NC,South,2019-05-11,True
20191,Eric,Nguyen,28.0,Male,184700.0,3,Platinum,38670,Young Professional,Curbside Pickup,147,Tampa,FL,South,2018-06-21,False
20192,Robert,Nguyen,20.0,Male,28500.0,3,Silver,8523,Young Professional,Curbside Pickup,114,Columbus,OH,Midwest,2016-08-21,False
20193,Andrew,Phillips,27.0,Male,78500.0,1,Silver,6743,Young Professional,Mobile App,106,Philadelphia,PA,Northeast,2018-01-19,True
20194,Patricia,Nelson,56.0,Female,181700.0,1,Platinum,47599,Family Household,In-Store,133,Tucson,AZ,West,2020-11-15,True
20195,Omar,Rodriguez,51.0,Male,184500.0,2,Platinum,40336,Bulk Buyer,In-Store,148,New Orleans,LA,South,2021-05-28,False
20196,Linda,Jackson,29.0,Female,136400.0,5,Platinum,45716,Retiree,Mobile App,146,Tulsa,OK,South,2021-11-15,True
20197,James,Davis,30.0,Male,86200.0,1,Silver,7630,Retiree,Curbside Pickup,108,San Diego,CA,West,2019-09-01,True
20198,Amy,Kim,50.0,Female,78500.0,4,Gold,28989,Bulk Buyer,Online,145,Minneapolis,MN,Midwest,2016-09-25,False
20199,Karen,Nelson,67.0,Female,57800.0,6,Silver,8253,Tech Enthusiast,Curbside Pickup,132,Albuquerque,NM,West,2016-03-07,True
